brand,model,ram_gb,storage_gb,condition,battery_health,age_years,original_price,resale_price
Motorola,Motorola Razr 40 Ultra,8,256,Like New,53,1,79999,34343
OnePlus,OnePlus Nord N30 SE 5G,4,128,Like New,94,2,13999,9474
Apple,iPhone 13 (256GB),4,256,Poor,95,3,69900,20917
Apple,iPhone 14 Pro Max (1TB),6,1024,Good,71,4,169900,54283
Redmi,Redmi 12 5G,4,128,Good,95,3,11999,5984
Oppo,OPPO A79 5G,8,128,Like New,80,1,17999,11663
Vivo,Vivo Y27 5G,6,128,Good,67,4,12999,3919
iQOO,iQOO Z9 5G,8,128,Good,71,1,19999,9584
Infinix,Hot 30,4,64,Like New,80,2,9499,5471
OnePlus,OnePlus 10R 5G,8,128,Good,54,4,32999,8018
Vivo,Vivo V29 5G,8,128,Like New,53,4,31999,9158
Motorola,Motorola E13,2,64,Like New,56,4,6499,1965
Apple,iPhone 13 Mini,4,128,Fair,72,3,52999,16026
Infinix,Smart 7,4,64,Good,94,1,7299,4631
Realme,Realme C53,6,128,Poor,52,2,10999,2059
OnePlus,OnePlus Open (Foldable),16,512,Like New,77,2,139999,77615
Oppo,OPPO Reno 10 Pro 5G,12,256,Like New,80,4,39999,17279
Realme,Realme 10,8,128,Like New,81,1,12999,8528
Redmi,POCO X6 Pro 5G,8,256,Good,50,3,26999,7087
Redmi,POCO C65,4,128,Good,54,4,7499,1822
Samsung,Galaxy A23 5G,6,128,Poor,85,2,18999,5813
Infinix,Smart 8 Plus,4,128,Fair,63,4,7999,1814
Motorola,Motorola G13,4,64,Fair,94,4,7999,2706
Realme,Realme Narzo 10,4,128,Like New,56,1,9999,4535
Vivo,Vivo X100 Pro 5G,16,512,Good,68,3,89999,32129
Oppo,OPPO F25 Pro 5G,8,128,Good,61,4,23999,6587
Motorola,Motorola Edge 50 Ultra,12,512,Good,69,3,59999,21734
Oppo,OPPO A38,4,128,Fair,94,4,9499,3214
Motorola,Motorola G54 5G,8,128,Like New,89,2,12999,8329
Apple,iPhone 12 Mini,4,64,Fair,74,3,42999,13364
Infinix,Smart 8,4,64,Poor,95,2,6999,2393
Realme,Realme C51,4,64,Like New,85,1,7999,5507
Realme,Realme 11 5G,8,128,Good,85,1,14999,8605
iQOO,iQOO Z9x 5G,4,128,Poor,54,1,12999,2842
Realme,Realme Narzo 10,4,128,Good,88,2,9999,5279
Realme,Realme Narzo 60x 5G,6,128,Fair,53,1,12999,3720
Samsung,Galaxy A04,4,64,Fair,78,4,7499,2105
OnePlus,OnePlus Nord CE 4 5G,8,128,Like New,58,1,24999,11744
Motorola,Motorola G24,4,128,Like New,74,4,8499,3396
Realme,Realme Narzo 10,4,128,Like New,91,1,9999,7370
Redmi,Xiaomi Pad 6 (tablet),8,128,Like New,79,2,26999,15357
Apple,iPhone 14,6,128,Fair,92,3,69999,27047
Samsung,Galaxy F14 5G,4,128,Like New,70,1,10999,6236
Realme,Realme Narzo N65 5G,4,128,Fair,66,4,11499,2732
Realme,Realme Narzo 50i Prime,3,32,Like New,82,3,7499,3873
OnePlus,OnePlus 12R,8,128,Poor,92,4,39999,9935
Oppo,OPPO F21 Pro,8,128,Poor,74,2,22999,6126
Infinix,Hot 30i,4,128,Good,59,4,8499,2256
Redmi,Redmi K50i 5G,6,128,Poor,90,2,21999,7127
Infinix,Smart 7,4,64,Poor,55,3,7299,1264
Apple,iPhone 14 Pro,6,128,Good,74,1,117999,58940
Redmi,Redmi K50i 5G,6,128,Fair,82,4,21999,6494
Motorola,Motorola Edge 40,8,128,Good,58,4,26999,7046
Realme,Realme C55,6,64,Good,74,2,9999,4439
Redmi,POCO M6 Pro 5G,4,128,Like New,86,2,10999,6810
Vivo,Vivo T3 5G,8,128,Good,97,4,17999,7856
iQOO,iQOO Z7 Pro 5G,8,128,Poor,88,2,23999,7602
iQOO,iQOO Neo 9 Pro,8,128,Fair,62,3,35999,9374
Oppo,OPPO F25 Pro 5G,8,128,Good,78,4,23999,8423
Vivo,Vivo Y200 5G,8,128,Like New,94,2,21999,14888
iQOO,iQOO Z9x 5G,4,128,Good,71,4,12999,4153
Infinix,Zero 30 (4G),8,256,Good,83,3,13999,6100
OnePlus,OnePlus Nord 3 5G,8,128,Poor,72,4,30999,6026
Motorola,Motorola G85 5G,8,128,Poor,61,4,17999,2964
Oppo,OPPO F21 Pro 5G,8,128,Good,62,2,24999,9299
Vivo,Vivo Y16,3,64,Fair,94,4,8999,3045
Vivo,Vivo V29 5G,8,128,Poor,95,1,31999,12311
Apple,iPhone 14 Pro Max,6,256,Fair,86,4,127999,39628
Motorola,Motorola Edge 30 Ultra,12,256,Poor,83,4,49999,11204
iQOO,iQOO Z9 5G,8,128,Good,67,4,19999,6029
Redmi,Xiaomi 14 Ultra,12,512,Like New,69,1,99999,55889
iQOO,iQOO Z9 5G,8,128,Fair,74,2,19999,7103
Apple,iPhone 14 Pro,6,128,Poor,94,2,117999,39930
Samsung,Galaxy A15 5G,6,128,Fair,55,2,14499,3827
Redmi,Redmi Note 13 Pro+ 5G,8,256,Fair,81,4,31999,9330
iQOO,iQOO Z9 5G,8,128,Fair,82,4,19999,5903
OnePlus,OnePlus 11R 5G,8,128,Poor,99,4,37999,10157
Vivo,Vivo Y27 5G,6,128,Good,62,1,12999,5440
Redmi,Redmi Note 13 Pro+ 5G,8,256,Fair,53,1,31999,9158
Infinix,Hot 30,4,64,Fair,77,2,9499,3510
Vivo,Vivo Y18e,4,64,Poor,89,1,7999,2883
OnePlus,OnePlus 10R 5G,8,128,Good,77,4,32999,11434
Oppo,OPPO A59 5G,4,128,Like New,82,1,12999,8633
Redmi,POCO M6 5G,4,128,Poor,68,1,9499,2616
Redmi,POCO C65,4,128,Fair,87,4,7499,2348
iQOO,iQOO Z9x 5G,4,128,Poor,87,4,12999,3053
iQOO,iQOO Z9x 5G,4,128,Like New,65,1,12999,6843
Realme,Realme 11x 5G,6,128,Like New,53,3,12999,4340
Oppo,OPPO K10 5G,8,128,Like New,75,2,14999,8099
Motorola,Motorola G64 5G,6,128,Good,50,1,13999,4724
Infinix,Note 11S,6,128,Fair,54,1,10999,3207
Redmi,Redmi 13C,4,128,Good,60,4,8499,2294
iQOO,iQOO Z7 Pro 5G,8,128,Poor,84,4,23999,5442
Samsung,Galaxy A04e,3,32,Fair,73,3,6499,1992
iQOO,iQOO Z7 5G,6,128,Like New,76,3,14999,7181
Realme,Realme Narzo N55,6,128,Fair,66,4,10999,2613
Motorola,Motorola Razr 40 Ultra,8,256,Fair,63,1,79999,27215
Samsung,Galaxy A55 5G,8,256,Fair,93,2,39999,17855
iQOO,iQOO Z9 5G,8,128,Fair,82,1,19999,8855
Motorola,Motorola Razr 40,8,256,Like New,60,2,59999,25919
Oppo,OPPO F23 5G,8,256,Fair,72,1,22999,8942
Infinix,Hot 30,4,64,Fair,73,1,9499,3744
Vivo,Vivo Y18e,4,64,Poor,70,4,7999,1511
Vivo,Vivo X100 5G,12,256,Good,75,2,63999,28799
Vivo,Vivo Y17s,4,128,Poor,60,2,10499,2267
Realme,Realme Narzo 60 Pro 5G,12,256,Good,53,1,23999,8585
iQOO,iQOO Z9x 5G,4,128,Fair,55,3,12999,3002
Motorola,Motorola E13,2,64,Poor,87,4,6499,1526
Apple,iPhone 14 Pro Max (1TB),6,1024,Like New,69,3,169900,73855
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,54,3,17999,6123
OnePlus,OnePlus 11 5G,8,128,Poor,79,4,56999,12157
Motorola,Motorola G73 5G,8,128,Like New,72,1,16999,9913
Redmi,Redmi Note 13 5G,6,128,Good,77,4,16999,5890
Redmi,POCO X6 Pro 5G,8,256,Like New,90,1,26999,19682
Motorola,Motorola Edge 50 Ultra,12,512,Poor,52,3,59999,9827
iQOO,iQOO 12 5G,12,256,Like New,69,2,52999,26329
Samsung,Galaxy A04e,3,32,Good,82,1,6499,3597
Samsung,Galaxy Z Flip 5,8,256,Poor,98,4,89999,23813
Redmi,Redmi 12,4,128,Like New,70,1,9999,5669
Samsung,Galaxy M55 5G,8,128,Fair,82,4,26999,7970
iQOO,iQOO Z9x 5G,4,128,Like New,52,2,12999,4866
Vivo,Vivo Y200e 5G,6,128,Good,99,1,17999,12027
Samsung,Galaxy A04,4,64,Poor,71,4,7499,1437
Realme,Realme Narzo 60 5G,8,128,Like New,61,3,17999,6917
Oppo,OPPO F25 Pro 5G,8,128,Fair,100,3,23999,10079
OnePlus,OnePlus 12R,8,128,Poor,60,4,39999,6479
Apple,iPhone 13,4,128,Good,69,4,59900,18598
Oppo,OPPO A58 5G,6,128,Fair,50,2,13999,3359
OnePlus,OnePlus Nord N30 SE 5G,4,128,Good,80,1,13999,7559
Redmi,Redmi 12,4,128,Fair,92,3,9999,3863
Realme,Realme C51,4,64,Good,79,1,7999,4265
Infinix,Smart 8 HD,2,64,Like New,89,4,5999,2883
OnePlus,OnePlus Nord CE 4 5G,8,128,Poor,79,2,24999,7109
Realme,Realme 11 5G,8,128,Good,53,3,14999,4173
Redmi,POCO C65,4,128,Good,57,2,7499,2564
Vivo,Vivo Y18,4,64,Like New,54,2,8999,3498
iQOO,iQOO 12 5G,12,256,Fair,52,3,52999,11574
iQOO,iQOO Z9x 5G,4,128,Fair,83,1,12999,5826
iQOO,iQOO Z7 Pro 5G,8,128,Good,75,1,23999,12149
Apple,iPhone 12 (128GB),4,128,Poor,92,3,54999,15938
Oppo,OPPO Reno 11 Pro 5G,12,256,Fair,76,1,39999,16415
Samsung,Galaxy Z Fold 5,12,256,Like New,92,2,154999,102671
iQOO,iQOO Z9x 5G,4,128,Poor,91,2,12999,4258
Apple,iPhone 15 Pro Max (1TB),8,1024,Poor,53,4,199900,28605
Infinix,Note 40 Pro 5G,8,256,Like New,81,4,21999,9622
OnePlus,OnePlus Nord CE 4 5G,8,128,Good,90,2,24999,13499
Samsung,Galaxy A04e,3,32,Poor,53,4,6499,1000
Realme,Realme C51,4,64,Good,55,1,7999,2969
Apple,iPhone 13 Mini,4,128,Good,99,4,52999,23611
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,61,2,17999,7905
Apple,iPhone 15 Pro Max (1TB),8,1024,Poor,50,1,199900,40479
OnePlus,OnePlus 11R 5G,8,128,Fair,63,2,37999,11490
Oppo,OPPO A77s,6,128,Poor,57,2,12499,2564
Redmi,Redmi 12,4,128,Poor,69,4,9999,1862
Vivo,Vivo Y27 5G,6,128,Like New,69,2,12999,6457
Apple,iPhone 15,6,128,Like New,51,4,79900,22004
Vivo,Vivo Y17s,4,128,Like New,80,3,10499,5291
Vivo,Vivo Y27 5G,6,128,Fair,100,3,12999,5459
Samsung,Galaxy A15 5G,6,128,Like New,81,4,14499,6341
iQOO,iQOO 12 5G,12,256,Good,57,2,52999,18125
Realme,Realme C53,6,128,Good,95,2,10999,6269
Vivo,Vivo T3 5G,8,128,Good,87,2,17999,9395
Redmi,Redmi Note 13 Pro+ 5G,8,256,Good,93,4,31999,13391
Samsung,Galaxy F15 5G,6,128,Poor,78,3,12999,3193
Vivo,Vivo T3 5G,8,128,Fair,73,2,17999,6306
OnePlus,OnePlus Nord CE 4 5G,8,128,Fair,63,3,24999,6614
OnePlus,OnePlus 12,12,256,Fair,62,1,64999,21761
OnePlus,OnePlus 11R 5G,8,128,Fair,82,1,37999,16825
Vivo,Vivo Y18e,4,64,Good,67,3,7999,2813
Vivo,Vivo Y28 5G,4,128,Good,76,1,13999,7181
Motorola,Motorola G85 5G,8,128,Like New,96,4,17999,9330
iQOO,iQOO Z9x 5G,4,128,Poor,80,4,12999,2807
Realme,Realme Narzo N55,6,128,Fair,64,4,10999,2534
Oppo,OPPO A78 5G,8,128,Good,99,3,14999,7795
Infinix,Smart 8 HD,2,64,Like New,57,2,5999,2461
Motorola,Motorola Edge 50 Pro,8,256,Like New,51,4,31999,8812
OnePlus,OnePlus 12,12,256,Good,57,2,64999,22229
Apple,iPhone 14 Pro Max,6,256,Fair,100,4,127999,46079
Realme,Realme C51,4,64,Like New,84,3,7999,4233
Motorola,Motorola Edge 50 Pro,8,256,Fair,89,2,31999,13669
Redmi,Xiaomi 14,12,256,Like New,86,4,69999,32507
OnePlus,OnePlus Nord 3 5G,8,128,Poor,55,3,30999,5370
Infinix,Zero X Pro,8,128,Fair,99,1,21999,11760
iQOO,iQOO Z9x 5G,4,128,Poor,87,3,12999,3562
OnePlus,OnePlus 11R 5G,8,128,Good,82,1,37999,21032
Realme,Realme Narzo 30,6,64,Like New,62,1,10999,5523
Apple,iPhone 14,6,128,Like New,76,3,69999,33515
Apple,iPhone 14,6,128,Poor,100,4,69999,18899
Motorola,Motorola G24,4,128,Good,50,2,8499,2549
Vivo,Vivo Y200e 5G,6,128,Good,80,3,17999,7559
Infinix,Note 40 5G,8,128,Good,77,3,16999,6871
Samsung,Galaxy A23 5G,6,128,Poor,95,3,18999,5685
Apple,iPhone 14,6,128,Good,76,1,69999,35909
Infinix,Smart 8 Plus,4,128,Fair,97,3,7999,3258
Redmi,Redmi Note 13 Pro+ 5G,8,256,Like New,98,4,31999,16933
Realme,Realme Narzo 10,4,128,Fair,59,3,9999,2477
Oppo,OPPO F21 Pro 5G,8,128,Like New,56,4,24999,7559
Samsung,Galaxy A35 5G,8,128,Fair,63,4,27999,6350
Infinix,Zero 30 5G,8,128,Poor,63,1,17999,4592
Realme,Realme Narzo 60 5G,8,128,Fair,80,3,17999,6047
Redmi,Redmi 13C 5G,4,128,Fair,68,4,9999,2447
Realme,Realme C53,6,128,Like New,97,4,10999,5761
Oppo,OPPO F21 Pro,8,128,Poor,70,2,22999,5795
Redmi,Redmi A3,3,64,Poor,52,1,6999,1473
Samsung,Galaxy M14 5G,6,128,Fair,83,2,12499,4979
Samsung,Galaxy A04e,3,32,Good,57,1,6499,2500
Oppo,OPPO A78 5G,8,128,Fair,86,3,14999,5417
Apple,iPhone 13 (256GB),4,256,Good,99,2,69900,41520
Vivo,Vivo Y17s,4,128,Fair,75,4,10499,2834
Realme,Realme Narzo N53,6,128,Fair,77,2,10999,4065
Apple,iPhone 15 Pro Max (1TB),8,1024,Poor,65,3,199900,40929
Vivo,Vivo V29 5G,8,128,Good,56,2,31999,10751
Oppo,OPPO A17,4,64,Good,65,2,9999,3899
Samsung,Galaxy A04,4,64,Fair,51,2,7499,1835
Realme,Realme 10,8,128,Poor,97,3,12999,3971
Oppo,OPPO Reno 10 Pro 5G,12,256,Fair,84,2,39999,16127
Samsung,Galaxy F14 5G,4,128,Poor,62,1,10999,2761
Infinix,Smart 8,4,64,Good,61,2,6999,2561
Motorola,Motorola G85 5G,8,128,Poor,53,1,17999,3863
Motorola,Motorola G54 5G,8,128,Like New,67,1,12999,7054
Samsung,Galaxy A55 5G,8,256,Good,76,3,39999,15959
Motorola,Motorola G13,4,64,Poor,96,3,7999,2418
Oppo,OPPO F21 Pro 5G,8,128,Good,54,4,24999,6074
iQOO,iQOO Z7 5G,6,128,Fair,98,4,14999,5291
Oppo,OPPO A17,4,64,Like New,80,2,9999,5759
Redmi,Redmi Note 13 Pro+ 5G,8,256,Good,65,4,31999,9359
Samsung,Galaxy A05s,6,128,Like New,92,1,11999,8941
Redmi,POCO C65,4,128,Fair,78,3,7499,2456
Samsung,Galaxy M13,4,64,Poor,98,4,9499,2513
iQOO,iQOO Neo 9 Pro,8,128,Like New,57,3,35999,12927
Motorola,Motorola Edge 30 Ultra,12,256,Like New,94,3,49999,29609
Realme,Realme Narzo 50A Prime,4,64,Poor,96,2,8999,3110
Infinix,Note 40 5G,8,128,Fair,66,3,16999,4712
OnePlus,OnePlus Nord N30 SE 5G,4,128,Like New,81,3,13999,7143
Vivo,Vivo Y200 5G,8,128,Poor,93,3,21999,6444
Redmi,POCO M6 Pro 5G,4,128,Poor,82,3,10999,2841
Oppo,OPPO K10 5G,8,128,Like New,51,4,14999,4130
Oppo,OPPO Reno 10 Pro 5G,12,256,Poor,91,1,39999,14741
Oppo,OPPO A17,4,64,Fair,83,4,9999,2987
Samsung,Galaxy M14 5G,6,128,Like New,66,1,12499,6681
Oppo,OPPO A78 5G,8,128,Like New,55,1,14999,6682
OnePlus,OnePlus Nord 3 5G,8,128,Good,99,2,30999,18413
Samsung,Galaxy A14 5G,6,128,Good,97,3,13499,6874
Realme,Realme Narzo 60 Pro 5G,12,256,Good,93,1,23999,15065
iQOO,iQOO Z7 5G,6,128,Poor,67,3,14999,3165
Infinix,Smart 8 HD,2,64,Good,100,4,5999,2699
iQOO,iQOO Z7 5G,6,128,Like New,86,3,14999,8126
OnePlus,OnePlus Nord N30 SE 5G,4,128,Good,52,4,13999,3275
Redmi,Redmi K50i 5G,6,128,Poor,53,1,21999,4722
Samsung,Galaxy Z Flip 5,8,256,Fair,95,2,89999,41039
OnePlus,OnePlus 12R,8,128,Poor,84,2,39999,12095
Apple,iPhone 13,4,128,Good,69,2,59900,24798
iQOO,iQOO Neo 9 Pro,8,128,Good,70,3,35999,13229
OnePlus,OnePlus 10R 5G,8,128,Like New,62,3,32999,12889
Motorola,Motorola G85 5G,8,128,Like New,73,2,17999,9460
Infinix,Zero 5G 2023,8,128,Poor,72,2,14999,3887
Samsung,Galaxy M04,4,64,Like New,80,4,7999,3455
Motorola,Motorola Edge 50 Ultra,12,512,Fair,90,4,59999,19439
OnePlus,OnePlus Nord 3 5G,8,128,Like New,57,4,30999,9541
Samsung,Galaxy Z Fold 5,12,256,Good,73,3,154999,59403
Infinix,Zero 30 5G,8,128,Like New,92,3,17999,10432
Vivo,Vivo Y200 5G,8,128,Like New,86,1,21999,15324
iQOO,iQOO 12 5G,12,256,Like New,99,1,52999,42499
iQOO,iQOO Neo 9 Pro,8,128,Like New,88,1,35999,25660
Redmi,Redmi Note 13 5G,6,128,Fair,80,1,16999,7343
Realme,Realme 11x 5G,6,128,Like New,83,2,12999,7768
Infinix,Smart 8 Plus,4,128,Fair,88,2,7999,3378
Infinix,Zero 5G 2023,8,128,Fair,64,1,14999,5183
Motorola,Motorola Edge 50 Fusion,8,128,Like New,67,1,22999,12481
iQOO,iQOO 12 5G,12,256,Poor,96,1,52999,20606
Realme,Realme Narzo 50i Prime,3,32,Like New,75,2,7499,4049
OnePlus,OnePlus 11 5G,8,128,Like New,56,1,56999,25854
Samsung,Galaxy M13,4,64,Good,85,2,9499,4844
Vivo,Vivo V29 5G,8,128,Poor,52,3,31999,5241
Vivo,Vivo Y28 5G,4,128,Fair,55,1,13999,4157
Samsung,Galaxy M04,4,64,Good,52,4,7999,1871
Redmi,Redmi Note 13 Pro+ 5G,8,256,Good,64,4,31999,9215
Realme,Realme Narzo 60 5G,8,128,Fair,93,1,17999,9039
iQOO,iQOO 12 5G,12,256,Good,78,2,52999,24803
Apple,iPhone 13,4,128,Like New,67,4,59900,21671
Infinix,Zero X Pro,8,128,Like New,93,2,21999,14730
Infinix,Smart 7,4,64,Fair,67,2,7299,2347
Motorola,Motorola G32,4,64,Good,56,3,9999,2939
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Poor,85,2,54999,16829
iQOO,iQOO Z9 5G,8,128,Good,59,1,19999,7964
Samsung,Galaxy A15 5G,6,128,Like New,50,3,14499,4567
Infinix,Smart 8 HD,2,64,Like New,52,2,5999,2246
Vivo,Vivo V30 Pro 5G,8,256,Fair,62,3,41999,10936
Redmi,Xiaomi 14,12,256,Good,57,4,69999,17954
Infinix,Smart 8 Plus,4,128,Like New,80,4,7999,3455
Motorola,Motorola G85 5G,8,128,Like New,85,3,17999,9638
Realme,Realme Narzo 50i Prime,3,32,Poor,63,2,7499,1700
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,55,4,17999,4454
Vivo,Vivo T3 5G,8,128,Like New,99,2,17999,12829
Infinix,Smart 8 HD,2,64,Poor,54,1,5999,1311
Motorola,Motorola Razr 40,8,256,Fair,98,3,59999,24695
Vivo,Vivo X100 Pro 5G,16,512,Good,69,4,89999,27944
Redmi,Redmi Note 13 4G,6,128,Fair,68,1,14499,5324
Samsung,Galaxy A05s,6,128,Like New,52,1,11999,5053
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,68,2,17999,7343
Samsung,Galaxy S24,8,256,Fair,53,2,79999,20351
Realme,Realme 10,8,128,Poor,92,2,12999,4305
Realme,Realme 3i,4,64,Like New,71,3,12000,5367
Apple,iPhone 14,6,128,Good,53,1,69999,25042
Oppo,OPPO K10 5G,8,128,Fair,82,2,14999,5903
iQOO,iQOO Z7 Pro 5G,8,128,Poor,71,1,23999,6900
iQOO,iQOO 12 5G,12,256,Poor,56,3,52999,9349
Apple,iPhone 14 Pro Max,6,256,Fair,97,1,127999,67045
iQOO,iQOO 12 5G,12,256,Poor,54,4,52999,7727
OnePlus,OnePlus 10R 5G,8,128,Like New,86,2,32999,20432
Apple,iPhone 11,4,64,Poor,88,3,39999,11087
Vivo,Vivo Y27 5G,6,128,Like New,90,1,12999,9476
Motorola,Motorola Edge 50 Pro,8,256,Like New,80,2,31999,18431
iQOO,iQOO Z7 Pro 5G,8,128,Like New,74,1,23999,14385
Motorola,Motorola Razr 40 Ultra,8,256,Good,96,3,79999,40319
Vivo,Vivo Y200e 5G,6,128,Like New,69,1,17999,10059
iQOO,iQOO Z9x 5G,4,128,Fair,78,4,12999,3650
Samsung,Galaxy A15 5G,6,128,Like New,72,3,14499,6576
OnePlus,OnePlus 12,12,256,Fair,68,4,64999,15911
OnePlus,OnePlus 11R 5G,8,128,Poor,50,2,37999,6839
Redmi,Redmi Note 13 5G,6,128,Like New,97,4,16999,8904
iQOO,iQOO Neo 9 Pro,8,128,Good,81,3,35999,15308
Samsung,Galaxy A05s,6,128,Poor,90,4,11999,2915
Oppo,OPPO A78 5G,8,128,Poor,53,2,14999,2861
Realme,Realme C51,4,64,Fair,76,4,7999,2188
Vivo,Vivo T3 5G,8,128,Fair,69,1,17999,6706
Redmi,Xiaomi Pad 6 (tablet),8,128,Good,63,3,26999,8929
Redmi,POCO X6 5G,8,256,Fair,83,4,21999,6573
Samsung,Galaxy S24 Ultra,12,256,Like New,97,1,129999,102140
iQOO,iQOO Z7 5G,6,128,Poor,68,3,14999,3212
Apple,iPhone 15 Pro Max,8,256,Fair,72,1,159900,62169
Infinix,Hot 40i,8,128,Fair,55,3,8499,1963
OnePlus,OnePlus Nord CE 3 5G,8,128,Fair,85,2,26999,11015
OnePlus,OnePlus Nord 3 5G,8,128,Like New,74,2,30999,16516
Infinix,Zero 5G 2023,8,128,Like New,77,1,14999,9354
iQOO,iQOO Z7 Pro 5G,8,128,Like New,87,2,23999,15032
Infinix,Smart 8,4,64,Fair,97,1,6999,3666
Redmi,POCO C65,4,128,Like New,78,2,7499,4211
Vivo,Vivo V29 5G,8,128,Poor,61,3,31999,6148
Vivo,Vivo V30 5G,8,128,Poor,67,2,33999,8200
iQOO,iQOO Z7 5G,6,128,Poor,72,1,14999,4373
Samsung,Galaxy A55 5G,8,256,Good,60,3,39999,12599
Samsung,Galaxy M13,4,64,Like New,64,1,9499,4924
Apple,iPhone 12 Mini,4,64,Fair,61,4,42999,9442
Infinix,Note 40 5G,8,128,Good,66,4,16999,5048
Redmi,POCO X5 Pro 5G,6,128,Fair,55,3,20999,4850
Redmi,Xiaomi 14,12,256,Like New,81,2,69999,40823
Motorola,Motorola G14,4,128,Like New,51,2,8499,3120
Vivo,Vivo V30 Pro 5G,8,256,Good,91,3,41999,20065
Vivo,Vivo V29 5G,8,128,Fair,86,3,31999,11558
iQOO,iQOO Z9x 5G,4,128,Fair,90,2,12999,5615
OnePlus,OnePlus 10R 5G,8,128,Fair,57,3,32999,7899
Oppo,OPPO Reno 11 5G,8,128,Poor,73,1,27999,8277
iQOO,iQOO Z9x 5G,4,128,Good,97,4,12999,5674
Redmi,Redmi 12 5G,4,128,Good,98,3,11999,6173
Infinix,Zero X Pro,8,128,Like New,50,3,21999,6929
Motorola,Motorola G85 5G,8,128,Like New,77,2,17999,9978
iQOO,iQOO Z9 5G,8,128,Fair,55,3,19999,4619
OnePlus,OnePlus 12,12,256,Like New,79,1,64999,41592
Redmi,Redmi 13C 5G,4,128,Good,70,2,9999,4199
Realme,Realme Narzo 50A Prime,4,64,Good,55,3,8999,2598
iQOO,iQOO Z7 5G,6,128,Like New,86,3,14999,8126
OnePlus,OnePlus Nord N30 SE 5G,4,128,Fair,75,2,13999,5039
Infinix,Zero X Pro,8,128,Fair,100,1,21999,11879
iQOO,iQOO 12 5G,12,256,Fair,96,3,52999,21369
Oppo,OPPO Find N3 Flip,12,256,Poor,51,3,94999,15261
OnePlus,OnePlus 11 5G,8,128,Good,93,3,56999,27829
Infinix,Zero 30 5G,8,128,Fair,81,2,17999,6998
Oppo,OPPO A77s,6,128,Good,98,4,12499,5512
Apple,iPhone 11,4,64,Fair,83,1,39999,17927
Samsung,Galaxy F15 5G,6,128,Good,96,3,12999,6551
Infinix,Smart 8 Plus,4,128,Poor,60,2,7999,1727
Vivo,Vivo V30 5G,8,128,Like New,60,3,33999,12851
OnePlus,OnePlus 11 5G,8,128,Like New,61,1,56999,28163
Oppo,OPPO F25 Pro 5G,8,128,Good,91,4,23999,9827
Samsung,Galaxy M14 5G,6,128,Good,75,1,12499,6327
Realme,Realme C51,4,64,Fair,98,4,7999,2822
Redmi,Xiaomi Pad 6 (tablet),8,128,Like New,81,2,26999,15745
Infinix,Note 30 5G,8,128,Good,88,1,13999,8315
Realme,Realme Narzo 30,6,64,Fair,59,4,10999,2336
Redmi,Xiaomi Pad 6 (tablet),8,128,Good,60,3,26999,8504
Vivo,Vivo T3 5G,8,128,Poor,56,1,17999,4082
Samsung,Galaxy Z Flip 5,8,256,Fair,92,2,89999,39743
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,82,2,17999,10626
Redmi,POCO C65,4,128,Like New,59,3,7499,2787
Infinix,Note 40 Pro 5G,8,256,Like New,67,1,21999,11938
OnePlus,OnePlus 10R 5G,8,128,Like New,88,3,32999,18294
iQOO,iQOO Z7 5G,6,128,Poor,57,4,14999,2308
OnePlus,OnePlus 12,12,256,Poor,62,1,64999,16321
Motorola,Motorola Edge 50 Ultra,12,512,Poor,51,2,59999,11015
Realme,Realme Narzo 50,6,128,Poor,63,4,11999,2041
Oppo,OPPO A77s,6,128,Poor,52,4,12499,1754
Apple,iPhone 12,4,64,Good,57,1,49999,19237
Oppo,OPPO F21 Pro 5G,8,128,Like New,52,4,24999,7019
Infinix,Zero 5G 2023,8,128,Poor,52,2,14999,2807
Redmi,Redmi 12,4,128,Good,80,3,9999,4199
Redmi,POCO M6 5G,4,128,Good,75,4,9499,3205
iQOO,iQOO Z7 5G,6,128,Like New,56,2,14999,6047
iQOO,iQOO Neo 9 Pro,8,128,Like New,88,1,35999,25660
Infinix,Hot 30i,4,128,Good,54,1,8499,3097
Redmi,POCO C65,4,128,Good,95,3,7499,3740
Realme,Realme C51,4,64,Poor,92,1,7999,2980
Realme,Realme Narzo N53,6,128,Like New,57,4,10999,3385
Apple,iPhone 14 Plus,6,128,Fair,89,4,74999,24029
Oppo,OPPO Reno 11 Pro 5G,12,256,Good,55,2,39999,13199
Oppo,OPPO A18,4,64,Like New,67,2,8999,4341
Realme,Realme Narzo 10,4,128,Good,74,2,9999,4439
iQOO,iQOO Z9 5G,8,128,Like New,66,1,19999,10691
Vivo,Vivo Y16,3,64,Fair,75,3,8999,2834
OnePlus,OnePlus Open (Foldable),16,512,Poor,69,4,139999,26081
Samsung,Galaxy F14 5G,4,128,Like New,84,3,10999,5820
Motorola,Motorola Razr 40,8,256,Fair,76,4,59999,16415
Motorola,Motorola Edge 50 Ultra,12,512,Like New,57,3,59999,21545
OnePlus,OnePlus Nord 3 5G,8,128,Good,70,2,30999,13019
